filtered_text,Label,text_length,presence_of_digit
hey u still at the gym,0,6,0
she said do u mind if i go into the bedroom for a minute i sed in a sexy mood she came out 5 minuts latr wid a cake n my wife,0,32,1
much better now thanks lol,0,5,0
nothing smsing u n xy lor sorry lor da guys neva c u in person but they sort of know u lor so u wan 2 meet them xy ask me 2 bring u along 4 our next meeting,0,39,3
lemme know when i can swing by and pick up ii am free basically any time after 1 all this semester,0,21,1
wa u so efficient gee thanx,0,6,0
3 you have received your mobile content enjoy,1,8,1
s but not able to sleep,0,6,0
want explicit sex in 30 secs ring 02073162414 now costs 20p min,1,12,3
we will meet soon princess ttyl,0,6,0
i will pick you up at about 5 15pm to go to taunton if you still want to come,0,19,2
oh only 4 outside players allowed to play know,0,9,1
i anything lor,0,3,0
erutupalam thandiyachu,0,2,0
y cant u try new invention to fly ii am not joking,0,12,0
no its ful of song lyrics,0,6,0
what do u reckon as need 2 arrange transport if u do it thanks,0,14,1
true lov n care wil nevr go unrecognized though somone often makes mistakes when valuing it but they will definitly undrstnd once when they start missing it,0,27,0
shopping eh ger i toking abt syd leh haha,0,9,0
what not under standing,0,4,0
have good weekend,0,3,0
miss call miss call khelate kintu opponenter miss call dhorte lage thats d rule one with great phone receiving quality wins,0,21,0
call me when you get the chance plz and lt 3,0,11,1
the new deus ex game comin early next yr,0,9,0
my computer just fried the only essential part we do not keep spares of because my fucking idiot roommates looovvve leaving the thing running on full and lt and gt 7,0,31,1
my friend studying at warwick planned to go shopping and to concert tmw but it may be canceled seen for ages yeah we should get together sometime,0,27,0
probably a couple hours tops,0,5,0
lol grins ii am not babe but thanks for thinking of me,0,12,0
man this bus is so so so slow i think gonna get there before me,0,15,0
hope this text meets you smiling if not then let this text give you a reason to smile have a beautiful day,0,22,0
in case you wake up wondering where i am i forgot i have to take care of something for grandma today should be done before the parade,0,27,0
ok,0,1,0
latest nokia mobile or ipod mp3 player proze guaranteed reply with win to 83355 now norcorp ltd 50 mtmsgrcvd18,1,19,4
sms services for your inclusive text credits pls goto www comuk net login 3qxj9 unsubscribe with stop no extra charge help 08702840625 comuk 9ae,1,24,4
nvm take ur time,0,4,0
so da decision,0,3,0
wot is u up 2 then bitch,0,7,1
stupid its not possible,0,4,0
she told to hr that he want posting in chennai because ii am working here,0,15,0
mobile club choose any of the top quality items for your mobile 7cfca1a,1,13,2
when are you guys leaving,0,5,0
he neva grumble but i sad lor hee buy tmr lor aft lunch but we still meetin 4 lunch tmr a not neva hear fr them lei got a lot of work ar,0,33,1
not able to do anything,0,5,0
takin linear algebra today,0,4,0
this weekend is fine an excuse not to do too much decorating,0,12,0
sorry i missed you babe i was up late and slept in i hope you enjoy your driving lesson boytoy i miss you too teasing kiss,0,26,0
now project pa after that only i can come,0,9,0
money i have won wining number 946 wot do i do next,1,12,1
sure whenever you show the fuck up and gt,0,9,0
that was random saw my old roomate on campus he graduated,0,11,0
congrats 2 mobile 3g videophones r yours call 09061744553 now videochat wid ur mates play java games dload polyh music noline rentl bx420 ip4 5we 150pm,1,26,7
men always needs a beautiful intelligent caring loving adjustable cooperative wife but the law allows only one wife,0,18,0
that sucks so what do you got planned for your yo valentine i am your yo valentine i,0,18,0
just got part nottingham 3 hrs 63miles good thing i love my man so much but only doing 40mph hey ho,0,21,3
what to think no one saying clearly ok leave no need to ask her i will go if she come or not,0,22,0
hi good mornin thanku wish u d same,0,8,0
do u want 2 meet up 2morro,0,7,2
actually i decided i was too hungry so i left yet v,0,12,0
sent my part,0,3,0
cos i was out shopping wif darren jus now n i called him 2 ask wat present he wan lor then he started guessing who i was wif n he finally guessed darren lor,0,34,1
i want some cock my away i need a real man 2 satisfy me txt wife to 89938 for no strings action txt stop 2 end txt rec 50ea otbox 731 la1 7ws,1,33,7
understand his loss is my gain so do you work school,0,11,0
how are u i have missed u i havent been up 2 much a bit bored with the holiday want 2 go bak 2 college sad isnt it xx,0,29,3
hiya probably coming home weekend after next,0,7,0
do not forget though that i love you and i walk beside you watching over you and keeping your heart warm,0,21,0
i wish things were different i wonder when i will be able to show you how much i value you pls continue the brisk walks no drugs without askin me please and find things to laugh about i love you dearly,0,41,0
ok both our days so what are you making for dinner tonite am i invited,0,15,0
gr8 new service live sex video chat on your mob see the sexiest dirtiest girls live on ur phone 4 details text horny to 89070 to cancel send stop to 89070,1,31,4
i have no money 4 steve mate,0,7,1
im late tellmiss im on my way,0,7,0
never blame a day in ur life good days give u happiness bad days give u experience both are essential in life all are gods blessings good morning,0,28,0
normally i use to drink more water daily,0,8,0
dare i ask any luck with sorting out the car,0,10,0
at my place at usf no charge but if you can contribute in any way it is greatly appreciated and yeah we got room for one more,0,27,0
urgh coach hot smells of chip fat thanks again especially for the duvet not a predictive text word,0,18,0
hiya how was last night been naughty and bought myself clothes and very little ready for more shopping tho what kind of time do you wanna meet,0,27,0
freemsg hi baby wow just got a new cam moby wanna c a hot pic or fancy a chat im w8in 4utxt rply chat to 82242 hlp 08712317606 msg150p 2rcv,1,30,6
been trying to reach him without success,0,7,0
when you and derek done with class,0,7,0
never y lei i v lazy got wat dat day send me da url cant work one,0,17,0
never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes always remember a stupid friend is here to share bslvyl,0,31,0
hey mate spoke to the mag people on the is deliver by the end of the month deliver on the 24th sept talk later,0,24,1
hope you are having a good week just checking in,0,10,0
haha my friend tyler literally just asked if you could get him a dubsack,0,14,0
do u fancy meetin me at 4 at cha hav a lil beverage on me if not txt or ring me and we can meet up l8r quite tired got in at 3 v pist love pete x x,0,39,3
great have a safe trip dont panic surrender all,0,9,0
when u are in love 1 u like listening songs 2 u get stopped where u see the name of your beloved 3 u will not get angry when your,0,30,3
sun ah thk mayb can if dun have anythin on thk have to book e lesson e pilates is at orchard mrt u noe hor,0,25,0
try to do something dear you read something for exams,0,10,0
7 wonders in my world 7th you 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sms and 1st lovely good morning dear,0,28,8
gettin rdy to ship comp,0,5,0
i am in hospital da i will return home in evening,0,11,0
piss is talking is someone that realise u that point this at is it now read it backwards,0,18,0
think da you wil do,0,5,0
ii am awake oh up,0,5,0
good afternoon my boytoy how goes that walking here and there day did you get that police abstract are you still out and about i wake and miss you babe,0,30,0
how much u trying to get,0,6,0
come around and lt decimal and gt pm vikky ii am otside nw il come by tht time,0,18,0
tell me again what your address is,0,7,0
honeybee said ii am d sweetest in d world god laughed and amp said wait u havnt met d person reading this msg moral even god can crack jokes gm gn ge gn,0,33,0
should i buy him a blackberry bold 2 or torch should i buy him new or used let me know plus are you saying i should buy the and lt and gt g wifi ipad and what are you saying about the about the and lt and gt g,0,49,1
but you were together so you should be thinkin about him,0,11,0
hiya hows it going in sunny africa hope u r avin a good time give that big old silver back a big kiss from me,0,25,0
at what time should i come tomorrow,0,7,0
wanna have a laugh try on your mobile now logon by txting the word chat and send it to no 8883 cm po box 4217 london w1a 6zf 16 118p msg rcvd,1,32,6
